source,title,description,author,publishedAt,url,sentimentScore,neg,neu,pos,compound
Fox News,Virginia Senate Democrats vote to reject 3 appointees of GOP Gov. Glenn Youngkin,Democrats in Virginia's state Senate rejected Gov. Youngkin's appointee for the state health commissioner. They also rejected two more appointees from Gov. Youngkin.,Associated Press,2023-02-08 12:26:24+00:00,https://www.foxnews.com/politics/virginia-senate-democrats-vote-reject-3-appointees-gop-gov-glenn-youngkin,-1.0,0.231,0.769,0.0,-0.4019
Fox News,Virginia GOP star vows to end Democrat 'roadblock' of Gov. Glenn Youngkin's agenda,Republican Virginia Delegate and state Senate candidate Emily Brewer has is vowing to end Democrats' roadblock of Gov. Glenn Youngkin's agenda.,Brandon Gillespie,2023-02-05 16:00:43+00:00,https://www.foxnews.com/politics/virginia-gop-star-vows-end-democrat-roadblock-governor-glenn-youngkin-agenda,0.0,0.0,1.0,0.0,0.0
Fox News,Lincoln Project mocked for posting Biden victory lap about China spy balloon: It's down 'just like inflation',The Lincoln Project was ridiculed on Twitter for a tweet praising President Biden for taking down the Chinese balloon “just like inflation” on Saturday.,Lindsay Kornick,2023-02-06 00:30:24+00:00,https://www.foxnews.com/media/lincoln-project-mocked-posting-biden-victory-lap-china-spy-balloon-like-inflation,1.0,0.146,0.696,0.158,0.0516
Fox News,Virginia parents outraged after education board nominee who stood against socialism is ousted,"Democrats in the Senate of Virginia voted to remove Suparna Dutta from the state's school board after a progressive group labeled her a ""far-right extremist.""",Megan Myers,2023-02-10 07:00:55+00:00,https://www.foxnews.com/us/virginia-parents-outraged-education-board-nominee-stood-socialism-ousted,-1.0,0.304,0.696,0.0,-0.5423
Fox News,"Education board member gets booted after defending Constitution, speaking out against socialism",Virginia senators nixed Suparna Dutta's nomination to the education board one week after she sparred with another member over the Constitution and socialism.,"Hannah Ray Lambert, Megan Myers",2023-02-08 10:30:03+00:00,https://www.foxnews.com/us/education-board-member-gets-booted-defending-constitution-speaking-socialism,0.0,0.0,1.0,0.0,0.0
Fox News,Virginia Tech is building a technology-focused graduate campus in northern Virginia,Virginia Tech University is building a technology-focused graduate campus in the northern part of the state. The campus consist of three buildings and will be completed by 2030.,Associated Press,2023-02-08 15:57:04+00:00,https://www.foxnews.com/us/virginia-tech-building-technology-focused-graduate-campus-northern-virginia,0.0,0.0,1.0,0.0,0.0
Fox News,"DeSantis tied with Trump, everyone else far behind in fresh 2024 GOP presidential primary poll",Florida Gov. Ron DeSantis and former President Donald Trump are tied with the rest of the potential field of Republican presidential contenders far behind in a new national 2024 poll,Paul Steinhauser,2023-02-09 16:26:47+00:00,https://www.foxnews.com/politics/desantis-tied-trump-everyone-else-far-behind-2024-gop-presidential-primary-poll,1.0,0.0,0.839,0.161,0.3182
Newsweek,Trump Rages Over Being Left Out of Conservative Event,"Trump slammed the Club for Growth as ""an assemblage of political misfits, globalists, and losers"" after the group left him off their annual guest list.",Katherine Fung,2023-02-07 19:29:41+00:00,https://www.newsweek.com/trump-rages-left-out-conservative-event-1779604,-1.0,0.307,0.693,0.0,-0.4767
Newsweek,Fact Check: Did Sarah Huckabee Sanders Say She Banned Racism in Classrooms?,"Arkansas Gov. Sarah Huckabee Sanders, who led the GOP rebuttal to the State of the Union, was mocked by her critics on social media.",Tom Norton,2023-02-08 13:59:52+00:00,https://www.newsweek.com/fact-check-did-sarah-huckabee-sanders-say-she-banned-racism-classrooms-1779754,-1.0,0.441,0.559,0.0,-0.7964
Newsweek,Can GOP's Culture War Gamble Help it Win in 2024?,"Republicans are doubling down on the culture wars ahead of 2024 presidential primaries in the hope an ""anti-woke"" message will resonate in mainstream America.",Paul Bond,2023-02-09 19:52:51+00:00,https://www.newsweek.com/can-gops-culture-war-gamble-help-it-win-2024-1775914,1.0,0.253,0.325,0.422,0.3818
Reuters,Ford to announce new $3.5 billion battery plant in Michigan - sources,"Ford Motor Co <a href=""https://www.reuters.com/companies/F.N"" target=""_blank"">(F.N)</a> is set to announce as soon as Monday it plans to build a $3.5 billion lithium iron phosphate battery plant in Michigan, sources told Reuters.",Reuters,2023-02-10 21:38:22+00:00,https://www.reuters.com/business/autos-transportation/ford-announce-new-35-billion-battery-plant-michigan-sources-2023-02-10/,0.0,0.0,1.0,0.0,0.0
The American Conservative,Sheriff DeSantis & The New Right-Populism,"Florida governor pioneering the next conservatism. The Left's narrative blinders makes it unable to see what's coming
The post Sheriff DeSantis & The New Right-Populism appeared first on The American Conservative.",Rod Dreher,2023-02-09 17:16:28+00:00,https://www.theamericanconservative.com/sheriff-desantis-the-new-right-populism/,0.0,0.0,1.0,0.0,0.0
The Hill,Trump rips Club for Growth after he wasn’t invited to donor retreat,"Former President Donald Trump lashed out on Tuesday against the Club for Growth, a leading conservative group, after he was left off the guest list of its...",Max Greenwood,2023-02-07 20:28:31+00:00,https://thehill.com/homenews/campaign/3847759-trump-rips-club-for-growth-after-he-wasnt-invited-to-donor-retreat/,1.0,0.156,0.589,0.255,0.2519
The Hill,Virginia poised to ban foreign adversaries from buying farmland,"Virginia could soon ban China, Iran and other foreign adversaries from buying farmland in the commonwealth.",Dean Mirshahi,2023-02-07 15:48:46+00:00,https://thehill.com/homenews/state-watch/3847158-virginia-poised-to-ban-foreign-adversaries-from-buying-farmland/,-1.0,0.483,0.345,0.172,-0.5574
The Hill,Eight Republicans who could challenge Trump in 2024,The possibility of a crowded GOP presidential primary in 2024 has grown likelier in recent days following reports that former U.S. Ambassador to the U.N...,Caroline Vakil,2023-02-04 11:00:00+00:00,https://thehill.com/homenews/campaign/3842885-eight-republicans-who-could-challenge-trump-in-2024/,1.0,0.0,0.794,0.206,0.0772
The Washington Post,Biden’s economic success may reset the 2024 race,A still-humming economy puts Biden in the driver's seat for reelection.,Jennifer Rubin,2023-02-06 12:45:00+00:00,https://www.washingtonpost.com/opinions/2023/02/06/biden-economic-success-2024/,1.0,0.0,0.619,0.381,0.5719
The Washington Post,Trump plays catch-up with GOP rivals on fights over race and gender in schools,"Some conservatives say they see Trump as a latecomer on this front, where state-level leaders wield more power and his record as president was thinner by comparison.",Hannah Knowles,2023-02-10 10:00:00+00:00,https://www.washingtonpost.com/politics/2023/02/10/trump-schools-desantis-youngkin-gender-race-2024/,-1.0,0.231,0.598,0.171,-0.1779
The Washington Post,Commanders stadium study short on fans in Virginia legislature,The Senate Finance and Appropriations Committee has stripped funding for the study from its proposed state budget plan.,"Laura Vozzella, Sam Fortier",2023-02-08 20:19:18+00:00,https://www.washingtonpost.com/dc-md-va/2023/02/08/commanders-study-virginia-legislature/,0.0,0.0,1.0,0.0,0.0
